ID;MONTO_FRAUDE;FECHA_INICIAL;FECHA_DETECCION;N_OPERACIONES;TIPO_PRODUCTO ;FLAG_CLIENTE_EMPRESA;N_FRAUDES_ANTERIORES
3048;131287;19-01-2023;20-01-2023;8;TARJETA_CREDITO;1;0
3049;241177;19-01-2023;21-01-2023;4;TARJETA_CREDITO;1;7
3050;185755;20-01-2023;26-01-2023;2;TARJETA_CREDITO;0;0
3051;161481;20-01-2023;26-01-2023;3;TARJETA_CREDITO;0;0
3052;110034;20-01-2023;26-01-2023;3;TARJETA_CREDITO;0;0
3053;39407;20-01-2023;24-01-2023;2;TARJETA_CREDITO;0;0
3054;193520;20-01-2023;23-01-2023;4;TARJETA_CREDITO;0;0
3055;55264;20-01-2023;25-01-2023;4;TARJETA_CREDITO;0;0
3056;122178;20-01-2023;23-01-2023;5;TARJETA_CREDITO;0;0
3057;16313;20-01-2023;24-01-2023;5;TARJETA_CREDITO;0;0
3058;151265;20-01-2023;21-01-2023;2;TARJETA_CREDITO;0;0
3059;166923;20-01-2023;24-01-2023;5;TARJETA_DEBITO;0;9
3060;137501;20-01-2023;23-01-2023;4;TARJETA_CREDITO;0;9
3061;403111;20-01-2023;24-01-2023;8;TARJETA_CREDITO;0;2
3062;9128215;20-01-2023;21-01-2023;79;TARJETA_CREDITO;1;4
3063;4791392;20-01-2023;22-01-2023;27;TARJETA_CREDITO;1;2
3064;150220;21-01-2023;24-01-2023;3;TARJETA_DEBITO;0;0
3065;90848;21-01-2023;23-01-2023;5;TARJETA_CREDITO;0;0
3066;130217;21-01-2023;27-01-2023;4;TARJETA_CREDITO;0;0
3067;61847;21-01-2023;23-01-2023;2;TARJETA_CREDITO;0;0
3068;41813;21-01-2023;24-01-2023;2;TARJETA_CREDITO;0;0
3069;478113;21-01-2023;24-01-2023;5;TARJETA_CREDITO;0;4
3070;376469;21-01-2023;23-01-2023;2;TARJETA_CREDITO;0;1
3071;545669;21-01-2023;24-01-2023;8;TARJETA_CREDITO;0;7
3072;654518;21-01-2023;23-01-2023;2;TARJETA_CREDITO;0;2
3073;129858;22-01-2023;26-01-2023;1;TARJETA_CREDITO;0;0
3074;89661;22-01-2023;27-01-2023;1;TARJETA_CREDITO;0;0
3075;113463;22-01-2023;25-01-2023;5;TARJETA_DEBITO;0;0
3076;352893;22-01-2023;28-01-2023;2;TARJETA_CREDITO;0;6
3077;828349;22-01-2023;28-01-2023;3;TARJETA_DEBITO;1;6
3078;170471;23-01-2023;26-01-2023;4;TARJETA_CREDITO;0;0
3079;47609;23-01-2023;26-01-2023;3;TARJETA_CREDITO;0;0
3080;100858;23-01-2023;28-01-2023;2;TARJETA_CREDITO;0;0
3081;162950;23-01-2023;28-01-2023;2;TARJETA_CREDITO;0;0
3082;66818;23-01-2023;27-01-2023;2;TARJETA_CREDITO;0;0
3083;100434;23-01-2023;24-01-2023;4;TARJETA_CREDITO;0;0
3084;67464;23-01-2023;27-01-2023;5;TARJETA_CREDITO;0;0
3085;69270;23-01-2023;27-01-2023;10;TARJETA_CREDITO;0;7
3086;466036;23-01-2023;28-01-2023;9;TARJETA_CREDITO;0;4
3087;514085;23-01-2023;25-01-2023;3;TARJETA_CREDITO;0;1
3088;5020840;23-01-2023;28-01-2023;84;TARJETA_CREDITO;1;3
3089;4082250;23-01-2023;24-01-2023;55;TARJETA_CREDITO;1;8
3090;143956;24-01-2023;27-01-2023;4;TARJETA_CREDITO;0;0
3091;148779;24-01-2023;25-01-2023;4;TARJETA_CREDITO;0;0
3092;148441;24-01-2023;30-01-2023;2;TARJETA_CREDITO;0;0
3093;39608;24-01-2023;29-01-2023;1;TARJETA_CREDITO;0;0
3094;53067;24-01-2023;29-01-2023;5;TARJETA_CREDITO;0;0
3095;566684;24-01-2023;27-01-2023;5;TARJETA_DEBITO;0;2
3096;520129;24-01-2023;30-01-2023;3;TARJETA_CREDITO;0;5
3097;124127;25-01-2023;31-01-2023;3;TARJETA_CREDITO;0;0
3098;47465;25-01-2023;29-01-2023;4;TARJETA_CREDITO;0;0
3099;183013;25-01-2023;27-01-2023;3;TARJETA_DEBITO;0;0
3100;61757;25-01-2023;31-01-2023;3;TARJETA_CREDITO;0;0
3101;87951;25-01-2023;26-01-2023;1;TARJETA_CREDITO;0;0
3102;169413;25-01-2023;28-01-2023;2;TARJETA_CREDITO;0;0
3103;140281;25-01-2023;31-01-2023;4;TARJETA_DEBITO;0;0
3104;672377;25-01-2023;31-01-2023;7;TARJETA_CREDITO;0;0
3105;439591;25-01-2023;26-01-2023;5;TARJETA_CREDITO;1;3
3106;5369410;25-01-2023;29-01-2023;44;TARJETA_CREDITO;1;4
3107;104225;26-01-2023;29-01-2023;1;TARJETA_CREDITO;0;0
3108;167722;26-01-2023;27-01-2023;3;TARJETA_CREDITO;0;0
3109;80361;26-01-2023;27-01-2023;4;TARJETA_CREDITO;0;0
3110;76332;26-01-2023;30-01-2023;1;TARJETA_CREDITO;0;0
3111;197863;26-01-2023;30-01-2023;3;TARJETA_CREDITO;0;0
3112;198452;27-01-2023;30-01-2023;3;TARJETA_CREDITO;0;0
3113;85521;27-01-2023;31-01-2023;3;TARJETA_DEBITO;0;0
3114;46356;27-01-2023;28-01-2023;2;TARJETA_CREDITO;0;0
3115;191837;27-01-2023;02-02-2023;2;TARJETA_CREDITO;0;0
3116;27202;27-01-2023;29-01-2023;3;TARJETA_CREDITO;0;0
3117;156582;27-01-2023;31-01-2023;3;TARJETA_DEBITO;0;0
3118;124500;27-01-2023;01-02-2023;3;TARJETA_CREDITO;0;0
3119;125117;27-01-2023;30-01-2023;5;TARJETA_CREDITO;0;0
3120;81487;27-01-2023;30-01-2023;2;TARJETA_CREDITO;0;0
3121;178382;27-01-2023;30-01-2023;3;TARJETA_CREDITO;0;5
3122;15165;28-01-2023;29-01-2023;5;TARJETA_CREDITO;0;0
3123;193752;28-01-2023;31-01-2023;5;TARJETA_CREDITO;0;0
3124;21701;28-01-2023;03-02-2023;1;TARJETA_CREDITO;0;0
3125;196261;28-01-2023;31-01-2023;3;TARJETA_CREDITO;0;0
3126;480214;28-01-2023;29-01-2023;7;TARJETA_CREDITO;0;8
3127;534023;28-01-2023;30-01-2023;6;TARJETA_CREDITO;1;5
3128;105914;29-01-2023;04-02-2023;3;TARJETA_CREDITO;0;0
3129;145268;29-01-2023;31-01-2023;2;TARJETA_CREDITO;0;0
3130;69319;29-01-2023;31-01-2023;3;TARJETA_CREDITO;0;0
3131;72329;29-01-2023;04-02-2023;5;TARJETA_CREDITO;0;0
3132;51999;29-01-2023;01-02-2023;5;TARJETA_CREDITO;0;0
3133;117783;29-01-2023;02-02-2023;1;TARJETA_CREDITO;0;0
3134;143525;29-01-2023;30-01-2023;4;TARJETA_CREDITO;0;0
3135;600416;29-01-2023;30-01-2023;8;TARJETA_CREDITO;0;0
3136;841029;29-01-2023;03-02-2023;10;TARJETA_CREDITO;0;0
3137;194029;30-01-2023;03-02-2023;5;TARJETA_DEBITO;0;0
3138;70481;30-01-2023;31-01-2023;2;TARJETA_CREDITO;0;0
3139;88202;30-01-2023;01-02-2023;4;TARJETA_CREDITO;0;0
3140;24630;30-01-2023;02-02-2023;1;TARJETA_CREDITO;0;0
3141;190457;30-01-2023;04-02-2023;1;TARJETA_CREDITO;0;0
3142;179877;30-01-2023;05-02-2023;5;TARJETA_CREDITO;0;0
3143;137306;30-01-2023;04-02-2023;1;TARJETA_CREDITO;0;0
3144;25117;30-01-2023;05-02-2023;2;TARJETA_DEBITO;0;0
3145;934881;30-01-2023;31-01-2023;4;TARJETA_CREDITO;0;10
3146;893050;30-01-2023;01-02-2023;7;TARJETA_CREDITO;0;2
3147;222425;30-01-2023;03-02-2023;5;TARJETA_CREDITO;1;5
3148;580148;30-01-2023;02-02-2023;9;TARJETA_CREDITO;1;8
3149;36451;31-01-2023;01-02-2023;1;TARJETA_CREDITO;0;0
3150;111343;31-01-2023;06-02-2023;5;TARJETA_CREDITO;0;0
3151;104582;31-01-2023;05-02-2023;4;TARJETA_CREDITO;0;0
3152;30917;31-01-2023;02-02-2023;3;TARJETA_CREDITO;0;0
3153;622322;31-01-2023;04-02-2023;6;TARJETA_CREDITO;0;8
3154;147994;31-01-2023;03-02-2023;9;TARJETA_CREDITO;0;0
3155;197022;01-02-2023;02-02-2023;5;TARJETA_CREDITO;0;0
3156;47691;01-02-2023;04-02-2023;1;TARJETA_CREDITO;0;0
3157;30301;01-02-2023;05-02-2023;2;TARJETA_DEBITO;0;0
3158;148744;01-02-2023;06-02-2023;1;TARJETA_CREDITO;0;0
3159;166034;01-02-2023;03-02-2023;5;TARJETA_CREDITO;1;4
3160;6009810;01-02-2023;04-02-2023;10;TARJETA_CREDITO;1;0
3161;104241;02-02-2023;05-02-2023;4;TARJETA_CREDITO;0;0
3162;103997;02-02-2023;05-02-2023;1;TARJETA_DEBITO;0;0
3163;86751;02-02-2023;05-02-2023;5;TARJETA_CREDITO;0;0
3164;17130;02-02-2023;06-02-2023;1;TARJETA_CREDITO;0;0
3165;188492;03-02-2023;05-02-2023;5;TARJETA_CREDITO;0;0
3166;179404;03-02-2023;07-02-2023;4;TARJETA_CREDITO;0;0
3167;64274;03-02-2023;04-02-2023;2;TARJETA_CREDITO;0;0
3168;176383;03-02-2023;09-02-2023;3;TARJETA_CREDITO;0;0
3169;98331;03-02-2023;08-02-2023;3;TARJETA_CREDITO;0;0
3170;68318;03-02-2023;06-02-2023;5;TARJETA_CREDITO;0;0
3171;25763;03-02-2023;08-02-2023;2;TARJETA_CREDITO;0;0
3172;79607;03-02-2023;06-02-2023;4;TARJETA_CREDITO;0;0
3173;129570;03-02-2023;05-02-2023;5;TARJETA_DEBITO;0;0
3174;118219;03-02-2023;04-02-2023;5;TARJETA_CREDITO;0;0
3175;2709854;03-02-2023;05-02-2023;75;TARJETA_CREDITO;1;2
3176;38453;04-02-2023;08-02-2023;4;TARJETA_CREDITO;0;0
3177;38202;04-02-2023;06-02-2023;4;TARJETA_CREDITO;0;0
3178;127876;04-02-2023;07-02-2023;3;TARJETA_DEBITO;0;0
3179;87842;04-02-2023;08-02-2023;3;TARJETA_CREDITO;0;0
3180;177574;04-02-2023;07-02-2023;1;TARJETA_CREDITO;0;0
3181;654511;04-02-2023;10-02-2023;10;TARJETA_DEBITO;0;7
3182;585138;04-02-2023;05-02-2023;8;TARJETA_CREDITO;0;9
3183;652573;04-02-2023;08-02-2023;10;TARJETA_CREDITO;0;6
3184;594448;04-02-2023;10-02-2023;9;TARJETA_CREDITO;1;6
3185;8498688;04-02-2023;10-02-2023;90;TARJETA_CREDITO;1;5
3186;73101;05-02-2023;11-02-2023;3;TARJETA_CREDITO;0;0
3187;189201;05-02-2023;09-02-2023;4;TARJETA_CREDITO;0;0
3188;116234;05-02-2023;08-02-2023;2;TARJETA_CREDITO;0;0
3189;100633;05-02-2023;07-02-2023;1;TARJETA_CREDITO;0;0
3190;133644;05-02-2023;09-02-2023;1;TARJETA_DEBITO;0;0
3191;164945;05-02-2023;06-02-2023;1;TARJETA_DEBITO;0;0
3192;693129;05-02-2023;07-02-2023;4;TARJETA_CREDITO;0;7
3193;3756967;05-02-2023;06-02-2023;2;TARJETA_CREDITO;1;0
3194;35618;06-02-2023;07-02-2023;1;TARJETA_CREDITO;0;0
3195;58116;06-02-2023;11-02-2023;3;TARJETA_DEBITO;0;0
3196;123751;06-02-2023;08-02-2023;3;TARJETA_CREDITO;0;0
3197;144995;06-02-2023;09-02-2023;5;TARJETA_CREDITO;0;8
3198;673529;06-02-2023;08-02-2023;4;TARJETA_CREDITO;0;4
3199;251572;06-02-2023;08-02-2023;6;TARJETA_CREDITO;0;5
3200;240057;06-02-2023;07-02-2023;3;TARJETA_DEBITO;0;10
3201;825660;06-02-2023;12-02-2023;6;TARJETA_DEBITO;1;10
3202;5093733;06-02-2023;09-02-2023;58;TARJETA_DEBITO;1;6
3203;117229;07-02-2023;11-02-2023;1;TARJETA_CREDITO;0;0
3204;102937;07-02-2023;10-02-2023;3;TARJETA_DEBITO;0;0
3205;77808;07-02-2023;09-02-2023;2;TARJETA_CREDITO;0;0
3206;198288;07-02-2023;10-02-2023;2;TARJETA_CREDITO;0;0
3207;14340;07-02-2023;08-02-2023;1;TARJETA_CREDITO;0;0
3208;80820;07-02-2023;12-02-2023;4;TARJETA_CREDITO;0;0
3209;195538;07-02-2023;12-02-2023;4;TARJETA_CREDITO;0;0
3210;915143;07-02-2023;08-02-2023;8;TARJETA_CREDITO;0;3
3211;756411;07-02-2023;12-02-2023;3;TARJETA_DEBITO;0;3
3212;614867;07-02-2023;11-02-2023;8;TARJETA_CREDITO;0;9
3213;587465;07-02-2023;10-02-2023;2;TARJETA_CREDITO;1;9
3214;376041;07-02-2023;10-02-2023;10;TARJETA_CREDITO;1;7
3215;167569;08-02-2023;14-02-2023;4;TARJETA_CREDITO;0;0
3216;88785;08-02-2023;10-02-2023;1;TARJETA_DEBITO;0;0
3217;152171;08-02-2023;13-02-2023;4;TARJETA_CREDITO;0;0
3218;184525;08-02-2023;13-02-2023;5;TARJETA_CREDITO;0;0
3219;100661;08-02-2023;10-02-2023;5;TARJETA_DEBITO;0;0
3220;27369;08-02-2023;13-02-2023;2;TARJETA_CREDITO;0;0
3221;85343;08-02-2023;10-02-2023;3;TARJETA_CREDITO;0;0
3222;817431;08-02-2023;10-02-2023;2;TARJETA_DEBITO;0;8
3223;228087;08-02-2023;09-02-2023;4;TARJETA_CREDITO;0;8
3224;7850552;08-02-2023;09-02-2023;50;TARJETA_CREDITO;1;4
3225;167691;09-02-2023;13-02-2023;5;TARJETA_CREDITO;0;0
3226;48811;09-02-2023;10-02-2023;2;TARJETA_DEBITO;0;0
3227;113200;09-02-2023;15-02-2023;3;TARJETA_CREDITO;0;0
3228;107398;09-02-2023;15-02-2023;2;TARJETA_CREDITO;0;0
3229;142279;09-02-2023;12-02-2023;3;TARJETA_DEBITO;0;0
3230;710163;09-02-2023;15-02-2023;8;TARJETA_CREDITO;0;7
3231;446511;09-02-2023;13-02-2023;5;TARJETA_CREDITO;0;7
3232;637141;09-02-2023;11-02-2023;8;TARJETA_DEBITO;1;9
3233;695741;09-02-2023;12-02-2023;9;TARJETA_CREDITO;1;0
3234;109063;10-02-2023;11-02-2023;5;TARJETA_CREDITO;0;0
3235;19335;10-02-2023;14-02-2023;5;TARJETA_CREDITO;0;0
3236;94111;10-02-2023;15-02-2023;4;TARJETA_CREDITO;0;0
3237;110842;10-02-2023;11-02-2023;4;TARJETA_CREDITO;0;0
3238;155272;10-02-2023;14-02-2023;4;TARJETA_DEBITO;0;0
3239;173645;10-02-2023;15-02-2023;1;TARJETA_CREDITO;0;0
3240;596445;10-02-2023;16-02-2023;1;TARJETA_CREDITO;0;6
3241;359183;10-02-2023;11-02-2023;2;TARJETA_CREDITO;0;3
3242;187454;10-02-2023;12-02-2023;8;TARJETA_CREDITO;0;5
3243;68865;11-02-2023;13-02-2023;3;TARJETA_DEBITO;0;0
3244;67913;11-02-2023;13-02-2023;4;TARJETA_DEBITO;0;0
3245;122756;11-02-2023;12-02-2023;1;TARJETA_CREDITO;0;0
3246;195128;11-02-2023;15-02-2023;2;TARJETA_DEBITO;0;0
3247;174713;11-02-2023;13-02-2023;1;TARJETA_CREDITO;0;0
3248;253749;11-02-2023;17-02-2023;2;TARJETA_CREDITO;0;9
3249;506100;11-02-2023;15-02-2023;3;TARJETA_CREDITO;0;1
3250;348435;11-02-2023;15-02-2023;3;TARJETA_CREDITO;1;7
3251;33441;12-02-2023;13-02-2023;1;TARJETA_CREDITO;0;0
3252;88798;12-02-2023;16-02-2023;1;TARJETA_CREDITO;0;0
3253;132395;12-02-2023;16-02-2023;2;TARJETA_DEBITO;0;0
3254;40583;12-02-2023;17-02-2023;2;TARJETA_CREDITO;0;0
3255;11485;12-02-2023;15-02-2023;5;TARJETA_CREDITO;0;0
3256;125412;12-02-2023;15-02-2023;5;TARJETA_CREDITO;0;0
3257;55211;12-02-2023;18-02-2023;2;TARJETA_CREDITO;0;0
3258;642056;12-02-2023;13-02-2023;6;TARJETA_CREDITO;0;10
3259;264868;12-02-2023;17-02-2023;2;TARJETA_CREDITO;0;4
3260;2641916;12-02-2023;13-02-2023;84;TARJETA_CREDITO;1;7
3261;133967;13-02-2023;14-02-2023;2;TARJETA_CREDITO;0;0
3262;94110;13-02-2023;14-02-2023;2;TARJETA_CREDITO;0;0
3263;59308;13-02-2023;15-02-2023;4;TARJETA_CREDITO;0;0
3264;51609;13-02-2023;18-02-2023;1;TARJETA_CREDITO;0;0
3265;61043;13-02-2023;17-02-2023;1;TARJETA_CREDITO;0;0
3266;95982;13-02-2023;19-02-2023;1;TARJETA_DEBITO;0;0
3267;169594;13-02-2023;18-02-2023;3;TARJETA_CREDITO;0;0
3268;144803;13-02-2023;15-02-2023;2;TARJETA_CREDITO;0;0
3269;111990;13-02-2023;17-02-2023;1;TARJETA_CREDITO;0;0
3270;22360;13-02-2023;16-02-2023;1;TARJETA_CREDITO;0;0
3271;440760;13-02-2023;16-02-2023;3;TARJETA_CREDITO;0;8
3272;566218;13-02-2023;15-02-2023;8;TARJETA_CREDITO;1;1
3273;5284096;13-02-2023;15-02-2023;33;TARJETA_CREDITO;1;9
3274;22986;14-02-2023;19-02-2023;1;TARJETA_CREDITO;0;0
3275;84017;14-02-2023;20-02-2023;1;TARJETA_CREDITO;0;0
3276;136130;14-02-2023;17-02-2023;3;TARJETA_CREDITO;0;0
3277;228641;14-02-2023;17-02-2023;7;TARJETA_CREDITO;0;4
3278;577060;14-02-2023;20-02-2023;10;TARJETA_CREDITO;0;9
3279;322558;14-02-2023;15-02-2023;5;TARJETA_CREDITO;0;4
3280;751634;14-02-2023;20-02-2023;4;TARJETA_CREDITO;0;4
3281;806100;14-02-2023;18-02-2023;8;TARJETA_CREDITO;1;9
3282;438594;14-02-2023;15-02-2023;6;TARJETA_CREDITO;1;5
3283;7236926;14-02-2023;20-02-2023;11;TARJETA_CREDITO;1;1
3284;81938;15-02-2023;16-02-2023;5;TARJETA_CREDITO;0;0
3285;63569;15-02-2023;17-02-2023;4;TARJETA_CREDITO;0;0
3286;189693;15-02-2023;21-02-2023;4;TARJETA_CREDITO;0;0
3287;60904;15-02-2023;17-02-2023;3;TARJETA_CREDITO;0;0
3288;199063;15-02-2023;17-02-2023;3;TARJETA_CREDITO;0;0
3289;454207;15-02-2023;16-02-2023;5;TARJETA_CREDITO;0;3
3290;8386931;15-02-2023;16-02-2023;55;TARJETA_CREDITO;1;4
3291;6474835;15-02-2023;19-02-2023;33;TARJETA_CREDITO;1;0
3292;10255;16-02-2023;17-02-2023;2;TARJETA_CREDITO;0;0
3293;53435;16-02-2023;17-02-2023;5;TARJETA_CREDITO;0;0
3294;106201;16-02-2023;17-02-2023;5;TARJETA_CREDITO;0;0
3295;178006;16-02-2023;17-02-2023;4;TARJETA_CREDITO;0;0
3296;20790;16-02-2023;21-02-2023;5;TARJETA_DEBITO;0;0
3297;192847;16-02-2023;21-02-2023;9;TARJETA_CREDITO;0;8
3298;682994;16-02-2023;18-02-2023;9;TARJETA_CREDITO;0;2
3299;732490;16-02-2023;18-02-2023;1;TARJETA_CREDITO;1;5
3300;4386230;16-02-2023;21-02-2023;64;TARJETA_CREDITO;1;8
3301;5437478;16-02-2023;17-02-2023;91;TARJETA_CREDITO;1;6
3302;13348;17-02-2023;23-02-2023;3;TARJETA_CREDITO;0;0
3303;109276;17-02-2023;19-02-2023;3;TARJETA_CREDITO;0;0
3304;17453;17-02-2023;22-02-2023;4;TARJETA_CREDITO;0;0
3305;90266;17-02-2023;22-02-2023;5;TARJETA_CREDITO;0;0
3306;78843;17-02-2023;21-02-2023;3;TARJETA_CREDITO;0;0
3307;187182;17-02-2023;21-02-2023;3;TARJETA_CREDITO;0;0
3308;72397;17-02-2023;21-02-2023;5;TARJETA_CREDITO;0;0
3309;634103;17-02-2023;22-02-2023;6;TARJETA_CREDITO;0;4
3310;28743;17-02-2023;20-02-2023;4;TARJETA_CREDITO;0;9
3311;159605;17-02-2023;20-02-2023;5;TARJETA_CREDITO;0;2
3312;113063;17-02-2023;19-02-2023;7;TARJETA_CREDITO;0;2
3313;38695;18-02-2023;22-02-2023;1;TARJETA_CREDITO;0;0
3314;100932;18-02-2023;20-02-2023;2;TARJETA_CREDITO;0;0
3315;129355;18-02-2023;23-02-2023;2;TARJETA_CREDITO;0;0
3316;167142;18-02-2023;24-02-2023;5;TARJETA_CREDITO;0;0
3317;137891;18-02-2023;24-02-2023;1;TARJETA_CREDITO;0;0
3318;886727;18-02-2023;21-02-2023;2;TARJETA_DEBITO;0;10
3319;490821;18-02-2023;24-02-2023;10;TARJETA_CREDITO;1;6
3320;5023302;18-02-2023;20-02-2023;24;TARJETA_CREDITO;1;5
3321;120634;19-02-2023;21-02-2023;3;TARJETA_CREDITO;0;0
3322;21968;19-02-2023;22-02-2023;3;TARJETA_CREDITO;0;0
3323;150582;19-02-2023;24-02-2023;1;TARJETA_CREDITO;0;0
3324;36209;19-02-2023;21-02-2023;4;TARJETA_DEBITO;0;0
3325;123065;19-02-2023;20-02-2023;3;TARJETA_CREDITO;0;0
3326;188296;19-02-2023;24-02-2023;5;TARJETA_CREDITO;0;0
3327;160907;19-02-2023;23-02-2023;3;TARJETA_CREDITO;0;0
3328;94918;19-02-2023;20-02-2023;3;TARJETA_CREDITO;0;0
3329;211822;19-02-2023;25-02-2023;5;TARJETA_CREDITO;0;6
3330;504318;19-02-2023;21-02-2023;9;TARJETA_CREDITO;0;8
3331;802582;19-02-2023;23-02-2023;6;TARJETA_CREDITO;0;7
3332;349625;19-02-2023;21-02-2023;9;TARJETA_CREDITO;1;4
3333;1463165;19-02-2023;21-02-2023;87;TARJETA_CREDITO;1;10
3334;5729183;19-02-2023;23-02-2023;32;TARJETA_CREDITO;1;4
3335;64755;20-02-2023;23-02-2023;3;TARJETA_CREDITO;0;0
3336;144686;20-02-2023;22-02-2023;2;TARJETA_CREDITO;0;0
3337;88494;20-02-2023;21-02-2023;5;TARJETA_CREDITO;0;0
3338;153057;20-02-2023;23-02-2023;2;TARJETA_CREDITO;0;0
3339;178987;20-02-2023;22-02-2023;1;TARJETA_CREDITO;0;0
3340;177638;20-02-2023;23-02-2023;3;TARJETA_CREDITO;0;0
3341;186765;20-02-2023;21-02-2023;5;TARJETA_CREDITO;0;0
3342;463637;20-02-2023;24-02-2023;5;TARJETA_CREDITO;0;9
3343;465056;20-02-2023;24-02-2023;4;TARJETA_CREDITO;0;0
3344;32767;20-02-2023;24-02-2023;9;TARJETA_CREDITO;1;4
3345;172048;21-02-2023;25-02-2023;2;TARJETA_CREDITO;0;0
3346;135284;21-02-2023;27-02-2023;1;TARJETA_CREDITO;0;0
3347;130246;21-02-2023;24-02-2023;5;TARJETA_CREDITO;0;0
3348;129248;21-02-2023;27-02-2023;3;TARJETA_CREDITO;0;0
3349;198854;21-02-2023;25-02-2023;5;TARJETA_CREDITO;0;0
3350;17982;21-02-2023;22-02-2023;5;TARJETA_CREDITO;0;0
3351;865003;21-02-2023;22-02-2023;7;TARJETA_CREDITO;0;7
3352;710103;21-02-2023;22-02-2023;6;TARJETA_CREDITO;0;0
3353;808774;21-02-2023;23-02-2023;2;TARJETA_CREDITO;0;2
3354;3016167;21-02-2023;22-02-2023;7;TARJETA_CREDITO;1;2
3355;5723618;21-02-2023;26-02-2023;72;TARJETA_CREDITO;1;3
3356;8595016;21-02-2023;23-02-2023;64;TARJETA_CREDITO;1;9
3357;8748236;21-02-2023;25-02-2023;57;TARJETA_CREDITO;1;5
3358;153971;22-02-2023;28-02-2023;5;TARJETA_CREDITO;0;0
3359;171264;22-02-2023;28-02-2023;3;TARJETA_CREDITO;0;0
3360;145930;22-02-2023;26-02-2023;3;TARJETA_CREDITO;0;0
3361;36187;22-02-2023;26-02-2023;2;TARJETA_CREDITO;0;0
3362;54418;22-02-2023;27-02-2023;4;TARJETA_CREDITO;0;0
3363;162507;22-02-2023;23-02-2023;1;TARJETA_CREDITO;0;0
3364;57291;22-02-2023;24-02-2023;2;TARJETA_CREDITO;0;0
3365;45760;22-02-2023;28-02-2023;4;TARJETA_CREDITO;0;0
3366;501518;22-02-2023;23-02-2023;1;TARJETA_CREDITO;1;1
3367;165055;23-02-2023;01-03-2023;3;TARJETA_CREDITO;0;0
3368;76159;23-02-2023;25-02-2023;2;TARJETA_CREDITO;0;0
3369;74236;23-02-2023;25-02-2023;3;TARJETA_CREDITO;0;0
3370;180117;23-02-2023;01-03-2023;5;TARJETA_CREDITO;0;0
3371;122585;23-02-2023;24-02-2023;1;TARJETA_CREDITO;0;0
3372;644268;23-02-2023;24-02-2023;7;TARJETA_CREDITO;0;6
3373;557061;23-02-2023;28-02-2023;2;TARJETA_DEBITO;0;2
3374;3175062;23-02-2023;01-03-2023;29;TARJETA_CREDITO;1;8
3375;170821;24-02-2023;27-02-2023;4;TARJETA_CREDITO;0;0
3376;152599;24-02-2023;25-02-2023;2;TARJETA_CREDITO;0;0
3377;423108;24-02-2023;25-02-2023;10;TARJETA_CREDITO;0;1
3378;924091;24-02-2023;25-02-2023;3;TARJETA_CREDITO;0;7
3379;450550;24-02-2023;27-02-2023;7;TARJETA_CREDITO;0;10
3380;253299;24-02-2023;28-02-2023;6;TARJETA_CREDITO;1;3
3381;8268211;24-02-2023;01-03-2023;1;TARJETA_CREDITO;1;8
3382;181224;25-02-2023;03-03-2023;5;TARJETA_CREDITO;0;0
3383;132551;25-02-2023;26-02-2023;4;TARJETA_CREDITO;0;0
3384;16051;25-02-2023;26-02-2023;2;TARJETA_CREDITO;0;0
3385;90483;25-02-2023;02-03-2023;1;TARJETA_CREDITO;0;0
3386;146903;25-02-2023;01-03-2023;2;TARJETA_CREDITO;0;0
3387;190699;25-02-2023;27-02-2023;4;TARJETA_CREDITO;0;0
3388;1142134;25-02-2023;02-03-2023;64;TARJETA_CREDITO;1;3
3389;68326;26-02-2023;01-03-2023;1;TARJETA_CREDITO;0;0
3390;30575;26-02-2023;27-02-2023;4;TARJETA_CREDITO;0;0
3391;139266;26-02-2023;01-03-2023;1;TARJETA_CREDITO;0;0
3392;102175;26-02-2023;04-03-2023;2;TARJETA_CREDITO;0;0
3393;111008;26-02-2023;27-02-2023;1;TARJETA_DEBITO;0;0
3394;34872;26-02-2023;03-03-2023;5;TARJETA_DEBITO;0;0
3395;781479;26-02-2023;02-03-2023;1;TARJETA_CREDITO;0;6
3396;591220;26-02-2023;27-02-2023;5;TARJETA_CREDITO;1;4
3397;1737263;26-02-2023;28-02-2023;22;TARJETA_CREDITO;1;10
3398;71629;27-02-2023;28-02-2023;4;TARJETA_CREDITO;0;0
3399;160719;27-02-2023;05-03-2023;3;TARJETA_CREDITO;0;0
3400;140063;27-02-2023;03-03-2023;5;TARJETA_CREDITO;0;0
3401;484520;27-02-2023;03-03-2023;9;TARJETA_CREDITO;0;9
3402;734150;27-02-2023;28-02-2023;1;TARJETA_CREDITO;0;2
3403;917507;27-02-2023;05-03-2023;4;TARJETA_CREDITO;1;4
3404;62105;27-02-2023;02-03-2023;2;TARJETA_CREDITO;1;9
3405;4831930;27-02-2023;02-03-2023;58;TARJETA_DEBITO;1;8
3406;154258;28-02-2023;06-03-2023;2;TARJETA_CREDITO;0;0
3407;116475;28-02-2023;03-03-2023;2;TARJETA_CREDITO;0;0
3408;27143;28-02-2023;03-03-2023;5;TARJETA_CREDITO;0;0
3409;181065;28-02-2023;04-03-2023;3;TARJETA_CREDITO;0;0
3410;25326;28-02-2023;05-03-2023;4;TARJETA_CREDITO;0;0
3411;126227;28-02-2023;04-03-2023;1;TARJETA_CREDITO;0;0
3412;136746;28-02-2023;01-03-2023;4;TARJETA_DEBITO;0;0
